0.10260,0.10708,0.20373,0.51120,0.10140
0.54700,0.68410,0.72667,0.69940,0.54820
0.66980,0.76277,0.82309,0.73780,0.63180
0.73300,0.81960,0.85031,0.74680,0.66800
0.77840,0.84596,0.87325,0.74680,0.68260
0.80180,0.87273,0.89114,0.76200,0.70880
0.81520,0.88715,0.90708,0.77520,0.72480
0.82880,0.89374,0.91563,0.80080,0.75540
0.83580,0.90239,0.92185,0.80740,0.76320
0.84360,0.90939,0.92924,0.82120,0.77840
0.85540,0.91351,0.93390,0.82360,0.78580
0.85900,0.92216,0.93818,0.84140,0.80660
0.86240,0.92545,0.94129,0.85620,0.82200
0.87340,0.92669,0.94207,0.86820,0.83280
0.87540,0.93328,0.94440,0.88180,0.84460
0.87780,0.93410,0.94984,0.88060,0.84740
0.88200,0.94234,0.94829,0.88980,0.85920
0.88500,0.94357,0.95490,0.89440,0.86480
0.88800,0.94316,0.95140,0.89920,0.86800
0.89220,0.94481,0.95529,0.90240,0.87360
0.89900,0.94522,0.95490,0.91440,0.88480
0.90080,0.94687,0.95762,0.91100,0.88420
0.90560,0.94563,0.96267,0.90900,0.88300
0.90560,0.94316,0.95879,0.90980,0.88220
0.90740,0.95099,0.96229,0.91340,0.88620
0.90800,0.95305,0.95956,0.91600,0.89280
0.90980,0.95346,0.96034,0.91900,0.89420
0.91540,0.95634,0.96190,0.92020,0.89660
0.91300,0.95222,0.96229,0.92200,0.89700
0.91340,0.95470,0.96423,0.92560,0.90160
0.91340,0.95511,0.96345,0.92680,0.90060
0.92240,0.95840,0.96345,0.92700,0.90180
0.92440,0.95552,0.96462,0.93320,0.90800
0.92540,0.95634,0.96656,0.93040,0.90720
0.92080,0.95923,0.96540,0.93000,0.90700
0.92140,0.95634,0.96617,0.93200,0.90840
0.92500,0.95634,0.96734,0.93980,0.91660
0.92720,0.95840,0.96734,0.93800,0.91620
0.92640,0.95964,0.96656,0.93900,0.91640
0.93120,0.95511,0.96890,0.93780,0.91560
0.93060,0.95634,0.96617,0.94540,0.91960
