0.06357,0.06695,0.07085nan,0.06997,0.07186
0.05142,0.03889,0.04058nan,0.05355,0.05589
0.04099,0.02772,0.02802nan,0.04883,0.04970
0.03380,0.02227,0.02289nan,0.04694,0.04552
0.02877,0.01822,0.01977nan,0.04513,0.04305
0.02586,0.01646,0.01720nan,0.04342,0.03899
0.02355,0.01528,0.01590nan,0.04239,0.03842
0.02156,0.01348,0.01369nan,0.04057,0.03570
0.01929,0.01338,0.01271nan,0.03766,0.03433
0.01862,0.01212,0.01216nan,0.03656,0.03264
0.01807,0.01181,0.01128nan,0.03360,0.03136
0.01664,0.01069,0.01070nan,0.03303,0.03070
0.01612,0.01031,0.00992nan,0.03080,0.02895
0.01521,0.00976,0.00976nan,0.03010,0.02809
0.01497,0.00985,0.00868nan,0.02836,0.02745
0.01428,0.00884,0.00912nan,0.02763,0.02654
0.01391,0.00834,0.00788nan,0.02648,0.02632
0.01371,0.00799,0.00804nan,0.02517,0.02477
0.01321,0.00766,0.00743nan,0.02491,0.02475
0.01285,0.00738,0.00781nan,0.02518,0.02251
0.01287,0.00749,0.00714nan,0.02466,0.02311
0.01233,0.00741,0.00686nan,0.02267,0.02132
0.01246,0.00631,0.00667nan,0.02475,0.02134
0.01183,0.00673,0.00666nan,0.02284,0.02124
0.01177,0.00667,0.00649nan,0.02267,0.02039
0.01144,0.00635,0.00621nan,0.02217,0.01967
0.01106,0.00638,0.00568nan,0.02205,0.02040
0.01084,0.00669,0.00579nan,0.02015,0.01903
0.01059,0.00629,0.00557nan,0.02014,0.01987
0.01081,0.00626,0.00484nan,0.02027,0.01892
0.01021,0.00582,0.00537nan,0.01989,0.01845
0.01042,0.00577,0.00517nan,0.01850,0.01867
0.01029,0.00530,0.00552nan,0.01924,0.01816
0.00954,0.00539,0.00564nan,0.01964,0.01670
0.00997,0.00563,0.00504nan,0.01852,0.01664
0.00977,0.00544,0.00530nan,0.01907,0.01592
0.00927,0.00519,0.00522nan,0.01748,0.01625
0.00919,0.00515,0.00501nan,0.01759,0.01644
0.00999,0.00543,0.00476nan,0.01682,0.01597
0.00894,0.00513,0.00541nan,0.01768,0.01499
0.00933,0.00541,0.00477nan,0.01668,0.01593
