0.07466,0.07461,0.07029nan,0.07610,0.07391
0.04865,0.03203,0.02946nan,0.04266,0.04995
0.03829,0.02048,0.02072nan,0.03486,0.04187
0.03090,0.01587,0.01576nan,0.03099,0.03853
0.02600,0.01315,0.01418nan,0.02896,0.03612
0.02319,0.01089,0.01294nan,0.02658,0.03413
0.02092,0.00982,0.01092nan,0.02552,0.03374
0.01933,0.00913,0.01050nan,0.02675,0.03612
0.01839,0.00838,0.00964nan,0.02554,0.02979
0.01708,0.00793,0.00875nan,0.02350,0.02974
0.01601,0.00709,0.00854nan,0.02373,0.03037
0.01514,0.00689,0.00820nan,0.02363,0.03069
0.01486,0.00695,0.00765nan,0.02485,0.02909
0.01400,0.00694,0.00705nan,0.02411,0.02998
0.01339,0.00626,0.00644nan,0.02468,0.02878
0.01363,0.00631,0.00655nan,0.02169,0.02840
0.01267,0.00628,0.00619nan,0.02362,0.03058
0.01238,0.00579,0.00587nan,0.02343,0.03142
0.01208,0.00572,0.00552nan,0.02230,0.02874
0.01185,0.00570,0.00532nan,0.02237,0.02845
0.01126,0.00519,0.00512nan,0.02291,0.03132
0.01104,0.00500,0.00548nan,0.02129,0.03201
0.01132,0.00498,0.00516nan,0.02231,0.02894
0.01090,0.00519,0.00487nan,0.02290,0.03229
0.01053,0.00488,0.00465nan,0.02547,0.02964
0.01004,0.00494,0.00507nan,0.02493,0.02990
0.01073,0.00464,0.00441nan,0.02492,0.02812
0.01002,0.00457,0.00423nan,0.02372,0.02800
0.00958,0.00456,0.00461nan,0.02348,0.02823
0.00988,0.00439,0.00421nan,0.02251,0.02993
0.00938,0.00435,0.00418nan,0.02150,0.02849
0.00958,0.00440,0.00420nan,0.02409,0.02867
0.00920,0.00437,0.00401nan,0.02357,0.02592
0.00913,0.00437,0.00395nan,0.02356,0.03028
0.00900,0.00404,0.00368nan,0.02319,0.03051
0.00867,0.00392,0.00389nan,0.02274,0.02964
0.00888,0.00379,0.00385nan,0.02271,0.02965
0.00876,0.00397,0.00359nan,0.02349,0.02725
0.00861,0.00398,0.00340nan,0.02373,0.02865
0.00865,0.00376,0.00327nan,0.02360,0.02690
0.00867,0.00412,0.00340nan,0.02445,0.02459
0.06894,0.07425,0.07751nan,0.07278,0.07709
0.04685,0.03099,0.03043nan,0.04228,0.04753
0.03543,0.02267,0.01957nan,0.03636,0.03569
0.02966,0.01700,0.01532nan,0.03165,0.03153
0.02460,0.01426,0.01203nan,0.02890,0.03028
0.02270,0.01189,0.01069nan,0.02685,0.02800
0.02001,0.01094,0.00966nan,0.02769,0.02496
0.01810,0.00989,0.00823nan,0.02496,0.02601
0.01745,0.00859,0.00792nan,0.02414,0.02441
0.01673,0.00859,0.00717nan,0.02365,0.02406
0.01558,0.00824,0.00660nan,0.02363,0.02142
0.01510,0.00757,0.00609nan,0.02332,0.02251
0.01450,0.00726,0.00600nan,0.02293,0.02206
0.01399,0.00708,0.00563nan,0.02147,0.02337
0.01340,0.00681,0.00539nan,0.02150,0.02413
0.01359,0.00681,0.00512nan,0.02316,0.02532
0.01255,0.00630,0.00489nan,0.02136,0.02285
0.01214,0.00647,0.00472nan,0.02064,0.02557
0.01169,0.00635,0.00449nan,0.02194,0.02100
0.01137,0.00611,0.00410nan,0.02320,0.02194
0.01139,0.00629,0.00405nan,0.02318,0.02146
0.01080,0.00573,0.00401nan,0.02227,0.02466
0.01116,0.00531,0.00398nan,0.02266,0.02608
0.01077,0.00536,0.00415nan,0.02196,0.02168
0.01048,0.00537,0.00393nan,0.02225,0.02372
0.01037,0.00509,0.00366nan,0.02240,0.02241
0.00958,0.00463,0.00380nan,0.02095,0.02206
0.00975,0.00464,0.00343nan,0.02131,0.01887
0.00965,0.00473,0.00351nan,0.02171,0.02320
0.00920,0.00493,0.00338nan,0.02229,0.02059
0.00915,0.00497,0.00328nan,0.02036,0.02103
0.00882,0.00496,0.00316nan,0.02195,0.02071
0.00897,0.00429,0.00318nan,0.02105,0.02301
0.00849,0.00428,0.00308nan,0.02070,0.02077
0.00872,0.00454,0.00295nan,0.02122,0.02252
0.00845,0.00439,0.00315nan,0.02140,0.02248
0.00845,0.00411,0.00297nan,0.01881,0.02412
0.00825,0.00429,0.00279nan,0.02034,0.02396
0.00794,0.00451,0.00295nan,0.02098,0.02401
0.00871,0.00399,0.00274nan,0.01936,0.02277
0.00853,0.00391,0.00258nan,0.02137,0.02323
0.00795,0.00409,0.00266nan,0.02368,0.02559
0.00800,0.00393,0.00256nan,0.02207,0.02313
0.00789,0.00394,0.00266nan,0.02042,0.02111
0.00815,0.00397,0.00241nan,0.02108,0.02278
0.00799,0.00399,0.00255nan,0.02089,0.02385
0.00819,0.00396,0.00266nan,0.02064,0.02238
0.00830,0.00435,0.00221nan,0.02186,0.02197
0.00778,0.00375,0.00222nan,0.02028,0.02168
0.00763,0.00351,0.00217nan,0.02247,0.01935
0.00841,0.00385,0.00206nan,0.02308,0.01967
0.00743,0.00366,0.00231nan,0.02154,0.02581
0.00723,0.00371,0.00221nan,0.02129,0.02177
0.00713,0.00379,0.00215nan,0.02077,0.02123
0.00731,0.00326,0.00212nan,0.02044,0.02079
0.00736,0.00325,0.00202nan,0.02188,0.02061
0.00725,0.00322,0.00207nan,0.02257,0.02283
0.00718,0.00327,0.00224nan,0.02046,0.02191
0.00710,0.00332,0.00216nan,0.02060,0.02299
0.00714,0.00324,0.00225nan,0.02145,0.02491
