0.06637,0.07528,0.05153nan,0.07573,0.06061
0.05167,0.03599,0.03911nan,0.04650,0.05147
0.04121,0.02483,0.02327nan,0.03842,0.04347
0.03471,0.01995,0.01752nan,0.03567,0.04110
0.02891,0.01635,0.01540nan,0.03245,0.03830
0.02614,0.01421,0.01297nan,0.03126,0.03579
0.02337,0.01243,0.01097nan,0.02958,0.03594
0.02145,0.01144,0.01022nan,0.03084,0.03407
0.01974,0.01025,0.00914nan,0.03037,0.03435
0.01849,0.00968,0.00904nan,0.03060,0.03687
0.01775,0.00889,0.00829nan,0.03387,0.03552
0.01720,0.00865,0.00805nan,0.03413,0.03405
0.01661,0.00857,0.00770nan,0.03592,0.03438
0.01560,0.00842,0.00727nan,0.03640,0.03436
0.01486,0.00806,0.00644nan,0.04058,0.03201
0.01433,0.00818,0.00682nan,0.04060,0.03246
0.01409,0.00762,0.00638nan,0.04101,0.03551
0.01435,0.00724,0.00617nan,0.04010,0.03539
0.01370,0.00694,0.00586nan,0.04042,0.03321
0.01343,0.00662,0.00533nan,0.04062,0.03274
0.01308,0.00691,0.00574nan,0.03840,0.03563
0.01268,0.00664,0.00562nan,0.03687,0.03499
0.01239,0.00596,0.00533nan,0.03763,0.03579
0.01192,0.00588,0.00529nan,0.03739,0.03648
0.01216,0.00570,0.00541nan,0.03628,0.03719
0.01200,0.00583,0.00544nan,0.03469,0.03686
0.01197,0.00586,0.00534nan,0.03391,0.03912
0.01129,0.00560,0.00540nan,0.03342,0.03706
0.01147,0.00519,0.00525nan,0.03321,0.03547
0.01056,0.00539,0.00483nan,0.03308,0.03490
0.01052,0.00492,0.00488nan,0.03298,0.03386
0.01051,0.00511,0.00512nan,0.03187,0.03447
0.01085,0.00479,0.00481nan,0.03164,0.03338
0.01061,0.00463,0.00461nan,0.03039,0.03416
0.01031,0.00458,0.00486nan,0.03112,0.03378
0.01024,0.00495,0.00466nan,0.03194,0.03237
0.00994,0.00472,0.00454nan,0.03115,0.03184
0.00977,0.00459,0.00480nan,0.03109,0.03285
0.00972,0.00428,0.00444nan,0.03059,0.03281
0.00950,0.00461,0.00446nan,0.02949,0.03188
0.00943,0.00436,0.00455nan,0.03119,0.03240
