0.09340,0.16969,0.09603,0.56080,0.09140
0.54320,0.69522,0.75000,0.68100,0.54740
0.66920,0.79942,0.82426,0.70280,0.62000
0.73120,0.85049,0.86236,0.72420,0.66820
0.77180,0.87809,0.88375,0.73920,0.69060
0.79420,0.89250,0.90435,0.73680,0.69580
0.81820,0.90198,0.91019,0.73860,0.70220
0.82520,0.90610,0.91952,0.76100,0.72740
0.83440,0.91516,0.92224,0.74840,0.71960
0.84840,0.92257,0.93351,0.75620,0.72620
0.85600,0.93040,0.93585,0.75820,0.73440
0.85940,0.93328,0.93624,0.77840,0.75640
0.86840,0.93822,0.94596,0.77420,0.75240
0.86960,0.93781,0.94673,0.79000,0.77180
0.87920,0.94646,0.94790,0.79320,0.77140
0.88240,0.94522,0.95023,0.80820,0.78920
0.88740,0.94605,0.95295,0.80080,0.78080
0.88940,0.94893,0.95529,0.81840,0.79900
0.89000,0.95058,0.95762,0.83100,0.81120
0.89160,0.94852,0.95801,0.83120,0.81120
0.89620,0.95099,0.95956,0.84580,0.82700
0.90120,0.95387,0.96151,0.86160,0.84340
0.90260,0.95181,0.95918,0.87820,0.85940
0.90940,0.95675,0.96734,0.88300,0.86380
0.90700,0.95840,0.96462,0.88720,0.87180
0.91100,0.96005,0.96501,0.89880,0.87940
0.91420,0.95675,0.96345,0.89580,0.87680
0.91820,0.96087,0.96540,0.90560,0.88580
0.91820,0.96005,0.96851,0.89960,0.88080
0.91920,0.96417,0.96773,0.90620,0.89040
0.92380,0.96211,0.96734,0.91580,0.89580
0.92200,0.96170,0.96851,0.91420,0.89420
0.92580,0.96211,0.96851,0.90500,0.88740
0.92700,0.96334,0.96890,0.91160,0.89380
0.92760,0.96376,0.96695,0.91840,0.89960
0.92780,0.96829,0.97045,0.91040,0.89280
0.92740,0.96087,0.96967,0.92040,0.90080
0.93200,0.96787,0.96967,0.91840,0.89940
0.93080,0.96664,0.97240,0.91820,0.90260
0.93280,0.96664,0.97045,0.92220,0.90420
0.93140,0.96582,0.96928,0.92720,0.90860
