0.11080,0.16021,0.16019,0.46220,0.06000
0.55320,0.68904,0.65319,0.66900,0.50840
0.65060,0.76977,0.78499,0.71360,0.60060
0.71180,0.82290,0.82543,0.72160,0.64260
0.74240,0.84638,0.84720,0.74800,0.68220
0.78420,0.87438,0.86625,0.77480,0.71620
0.79660,0.89044,0.88025,0.80980,0.75860
0.81820,0.89456,0.89502,0.80900,0.76280
0.83080,0.90362,0.89891,0.84060,0.79580
0.84220,0.91227,0.90397,0.85200,0.81160
0.85300,0.91310,0.91096,0.85040,0.81540
0.85240,0.92133,0.91058,0.85720,0.82520
0.85960,0.92669,0.91796,0.87220,0.83900
0.86700,0.93081,0.92107,0.87540,0.84860
0.87440,0.93204,0.92613,0.87280,0.85500
0.87760,0.93699,0.92885,0.88820,0.86580
0.87980,0.93410,0.93390,0.89080,0.87140
0.88480,0.93863,0.93857,0.88860,0.87240
0.88820,0.94234,0.92963,0.90400,0.88280
0.89440,0.94605,0.94362,0.89740,0.88760
0.89280,0.94316,0.94518,0.89820,0.89180
0.90000,0.94440,0.94673,0.89580,0.89520
0.90300,0.94728,0.94790,0.88880,0.89360
0.90920,0.94522,0.94635,0.89180,0.90060
0.90620,0.94646,0.95140,0.89500,0.90520
0.91100,0.94934,0.94984,0.88800,0.90660
0.91220,0.94934,0.95062,0.87560,0.90860
0.91260,0.95346,0.95023,0.87220,0.91340
0.91340,0.95099,0.95918,0.89580,0.91080
0.91960,0.94769,0.95645,0.88120,0.91560
0.92200,0.95840,0.95801,0.89560,0.91780
0.92340,0.95099,0.95723,0.88140,0.91800
0.92580,0.95470,0.95956,0.88620,0.91980
0.92180,0.95634,0.95801,0.88580,0.92200
0.92500,0.95717,0.95490,0.87280,0.92380
0.92540,0.95634,0.96112,0.87260,0.92320
0.92660,0.96129,0.95879,0.86720,0.92480
0.92800,0.95964,0.96151,0.88560,0.93080
0.93040,0.96334,0.95801,0.88320,0.92960
0.93080,0.95593,0.96462,0.87980,0.93260
0.93060,0.96129,0.96423,0.87300,0.92960
0.10140,0.08031,0.05249,0.51380,0.06680
0.54920,0.71170,0.74806,0.66020,0.54960
0.65420,0.79489,0.80677,0.71600,0.62580
0.72920,0.84967,0.84720,0.74880,0.67920
0.76280,0.87150,0.86275,0.77340,0.71480
0.79020,0.88921,0.86664,0.80560,0.74820
0.81300,0.89498,0.89152,0.81680,0.77140
0.82280,0.90568,0.89736,0.85720,0.80540
0.82920,0.90980,0.90552,0.86220,0.82320
0.84180,0.91722,0.91291,0.87320,0.83220
0.85100,0.92422,0.91330,0.87920,0.84240
0.85680,0.92422,0.92341,0.88340,0.85240
0.86400,0.92998,0.93157,0.88880,0.86580
0.86860,0.93204,0.93118,0.89100,0.87060
0.87700,0.93410,0.93779,0.88860,0.87780
0.88020,0.93699,0.93624,0.89160,0.88300
0.88180,0.93781,0.93624,0.89160,0.88980
0.88340,0.93699,0.94401,0.88860,0.89720
0.89040,0.93822,0.94868,0.88460,0.89400
0.89000,0.93946,0.95023,0.88520,0.89740
0.89460,0.94152,0.95062,0.87920,0.89960
0.89900,0.94193,0.94829,0.89180,0.90420
0.90040,0.94440,0.95490,0.88860,0.90380
0.90520,0.94563,0.95295,0.88580,0.91340
0.90480,0.95099,0.95684,0.89140,0.91520
0.90920,0.94852,0.95801,0.88580,0.91280
0.90820,0.95016,0.95723,0.87620,0.91600
0.90940,0.95140,0.95645,0.87440,0.91860
0.91520,0.95222,0.96190,0.87420,0.92320
0.91340,0.94811,0.96229,0.85960,0.92660
0.91920,0.95016,0.96151,0.86420,0.92500
0.91660,0.95675,0.96267,0.86720,0.92700
0.91720,0.95799,0.95840,0.86580,0.92800
0.91980,0.95511,0.95995,0.86980,0.93100
0.92360,0.95552,0.95918,0.86780,0.92880
0.92260,0.95881,0.96112,0.86580,0.93260
0.92580,0.95840,0.95995,0.86720,0.93200
0.92440,0.95634,0.96229,0.86300,0.93860
0.92320,0.96211,0.96384,0.86580,0.93640
0.92480,0.96005,0.96151,0.85620,0.93720
0.92620,0.96005,0.96579,0.85000,0.94180
