0.08080,0.18657,0.18974,0.56320,0.12220
0.50120,0.70758,0.68896,0.69680,0.55940
0.64300,0.78913,0.78460,0.75460,0.65480
0.70500,0.83608,0.83709,0.79020,0.70780
0.75460,0.85956,0.86003,0.81620,0.75060
0.78380,0.87603,0.87053,0.83060,0.77720
0.79740,0.88468,0.87597,0.84660,0.80260
0.81960,0.89003,0.89075,0.85200,0.81560
0.82180,0.89333,0.90474,0.84760,0.83240
0.84040,0.90486,0.90591,0.86060,0.85240
0.84660,0.90486,0.90980,0.85520,0.85740
0.85500,0.91680,0.91252,0.85260,0.86560
0.85760,0.91557,0.92224,0.85100,0.88040
0.86520,0.92504,0.92224,0.85520,0.87940
0.87060,0.92133,0.93040,0.84340,0.88700
0.87400,0.93328,0.92963,0.84020,0.89080
0.87800,0.92998,0.93663,0.84200,0.89640
0.88140,0.93740,0.93779,0.83240,0.90400
0.88580,0.94028,0.94246,0.84380,0.90260
0.89260,0.93863,0.94012,0.83800,0.91100
0.89540,0.94646,0.93974,0.84200,0.91140
0.89460,0.94522,0.94440,0.81580,0.91600
0.89560,0.94852,0.94596,0.85020,0.91940
0.89940,0.95016,0.94246,0.81760,0.91960
0.90220,0.95346,0.94868,0.81460,0.92480
0.90340,0.95717,0.95023,0.82600,0.92620
0.90440,0.95346,0.95295,0.82380,0.92600
0.90800,0.95016,0.95529,0.81040,0.92940
0.91180,0.95758,0.94946,0.81440,0.92860
0.91040,0.95511,0.95879,0.81940,0.93240
0.91240,0.96046,0.95684,0.81660,0.93460
0.91340,0.95923,0.95684,0.79120,0.93680
0.91540,0.96087,0.95684,0.80520,0.93900
0.91540,0.95675,0.95179,0.80280,0.93740
0.91820,0.95840,0.95334,0.79700,0.93700
0.92100,0.95675,0.95373,0.80220,0.94200
0.92180,0.96087,0.95529,0.79060,0.94320
0.91980,0.96211,0.95451,0.77960,0.94340
0.92080,0.96334,0.95762,0.78280,0.94500
0.92740,0.96376,0.95451,0.78800,0.94680
0.92420,0.96087,0.95645,0.76480,0.94340
