0.12140,0.13797,0.07348,0.49680,0.11280
0.51660,0.68946,0.73095,0.66860,0.54120
0.64940,0.78007,0.82232,0.70860,0.61820
0.71780,0.82619,0.85109,0.71980,0.65400
0.75220,0.85461,0.87364,0.72720,0.67360
0.78700,0.87315,0.88219,0.74440,0.69500
0.80380,0.88262,0.89580,0.75380,0.70800
0.82620,0.89786,0.90397,0.75640,0.71580
0.82540,0.91145,0.91407,0.75160,0.71880
0.83580,0.91557,0.91835,0.76300,0.73080
0.84680,0.92133,0.92302,0.77660,0.74760
0.85620,0.92339,0.92457,0.78900,0.75920
0.86500,0.92792,0.93313,0.77140,0.74680
0.86760,0.93657,0.93507,0.78360,0.75760
0.87120,0.93328,0.93896,0.80820,0.78320
0.87640,0.93451,0.94518,0.80100,0.77680
0.87780,0.94069,0.94440,0.80720,0.78380
0.88620,0.93946,0.94362,0.81260,0.78720
0.88500,0.94275,0.95101,0.82860,0.80680
0.89260,0.94522,0.95179,0.84300,0.82160
0.89500,0.94687,0.95451,0.85200,0.82980
0.89740,0.94563,0.95373,0.85420,0.83460
0.90180,0.95016,0.95879,0.86660,0.84800
0.90380,0.95222,0.95801,0.88240,0.86480
0.90660,0.95511,0.95645,0.87960,0.86080
0.90760,0.95428,0.95918,0.90100,0.87960
0.91160,0.95264,0.95840,0.88900,0.86860
0.91120,0.95758,0.96073,0.89860,0.88140
0.91460,0.95593,0.96112,0.89960,0.88060
0.91540,0.95840,0.96267,0.90740,0.88860
0.91560,0.95717,0.95762,0.90180,0.88380
0.91620,0.96087,0.96501,0.89640,0.88120
0.92080,0.96252,0.96345,0.91640,0.90100
0.92080,0.96252,0.96462,0.90820,0.89120
0.92280,0.96376,0.96501,0.91440,0.89940
0.91980,0.96211,0.96812,0.91160,0.89540
0.92440,0.96376,0.96851,0.90400,0.89120
0.92680,0.96499,0.96928,0.91580,0.90240
0.92300,0.96376,0.96617,0.91820,0.90360
0.92960,0.96458,0.96734,0.91360,0.90080
0.92940,0.96664,0.96656,0.92040,0.90740
